name,geometry
Sankey Tank,"POLYGON ((77.5728576 13.0118752, 77.572934 13.0120804, 77.5730373 13.011972, 77.5734455 13.0118232, 77.5734919 13.0123796, 77.5737575 13.0122594, 77.5737467 13.0117132, 77.5743281 13.0114703, 77.5744623 13.0116771, 77.5745012 13.0117832, 77.5745586 13.0117503, 77.5745791 13.0118086, 77.5746433 13.0117849, 77.5747051 13.0118273, 77.5747412 13.0118516, 77.5748374 13.0119017, 77.5749302 13.0118401, 77.5750528 13.0117204, 77.5751209 13.0116084, 77.5751473 13.0113061, 77.5751519 13.0109325, 77.5751089 13.010752, 77.5751019 13.0107066, 77.5751369 13.0105292, 77.5750879 13.0102609, 77.5750597 13.0100683, 77.5751864 13.0098735, 77.5752212 13.0097325, 77.575278 13.009536, 77.5753364 13.0093707, 77.5754039 13.0092176, 77.5754868 13.0090882, 77.5756266 13.0089152, 77.5755886 13.0088828, 77.5757625 13.008671, 77.5758134 13.0087059, 77.5760096 13.0086587, 77.5762791 13.008378, 77.5765063 13.0082001, 77.5767215 13.0080569, 77.5770953 13.0078668, 77.5771119 13.007845, 77.5771041 13.0078152, 77.5769958 13.0076157, 77.5769681 13.0076019, 77.5765632 13.0078188, 77.576428 13.0078728, 77.5763695 13.0078954, 77.57631 13.0079095, 77.576194 13.0079344, 77.5759744 13.0079784, 77.5757442 13.0080122, 77.5756309 13.0080131, 77.5754533 13.0079922, 77.575007 13.0079253, 77.5745864 13.0078501, 77.5741659 13.0077915, 77.5739288 13.0077662, 77.5736852 13.0077664, 77.5734688 13.0077823, 77.5732373 13.0078244, 77.5729598 13.0079048, 77.5727976 13.0079725, 77.5726134 13.008053, 77.5726191 13.0082034, 77.5726534 13.0082144, 77.5726794 13.008234, 77.5727642 13.0084881, 77.5727665 13.0085474, 77.5727585 13.0086172, 77.5728606 13.0088654, 77.5729118 13.0089173, 77.5729555 13.0089665, 77.5729743 13.0090044, 77.5730176 13.0091687, 77.5730205 13.0092221, 77.5730116 13.0092641, 77.5729859 13.0093289, 77.5729624 13.0097937, 77.5728419 13.0106129, 77.5728467 13.0108155, 77.5729789 13.0108293, 77.5728712 13.0111187, 77.5728888 13.0114513, 77.5727718 13.0116582, 77.5728684 13.0116987, 77.5728257 13.0118285, 77.5728576 13.0118752), (77.5747191 13.0100519, 77.5746743 13.0100159, 77.5746459 13.009986, 77.574641 13.0099456, 77.5746796 13.0099127, 77.5747725 13.0099542, 77.5748051 13.0100031, 77.574788 13.0100646, 77.5747442 13.0100545, 77.5747191 13.0100519))"
Rachenahalli Lake,"POLYGON ((77.6146148 13.0581664, 77.6146306 13.0583835, 77.6145885 13.0587375, 77.6145441 13.0589977, 77.6144207 13.0592817, 77.6143188 13.0594986, 77.6139272 13.0601753, 77.6135517 13.0607449, 77.6131895 13.0611628, 77.6126558 13.0616176, 77.6111377 13.0625059, 77.6105101 13.0627463, 77.6099886 13.0628865, 77.6095363 13.0630064, 77.6094234 13.0630839, 77.6094027 13.063186, 77.6094253 13.0633236, 77.6094611 13.0633829, 77.609477 13.0634092, 77.6098218 13.0634095, 77.6100885 13.0633638, 77.610375 13.0633812, 77.6105047 13.0634646, 77.6105905 13.064152, 77.6105955 13.0643295, 77.6105622 13.0644615, 77.6105783 13.0645101, 77.6107537 13.0646324, 77.6109547 13.0648949, 77.6112235 13.0651291, 77.6114005 13.0654009, 77.6114864 13.0655707, 77.6115883 13.0655629, 77.6116151 13.0661377, 77.6117117 13.0662944, 77.6122052 13.0667308, 77.6127524 13.0671436, 77.6131488 13.067295, 77.6133365 13.0672671, 77.6134867 13.0670427, 77.6142089 13.065447, 77.6146081 13.0650514, 77.6149424 13.0643701, 77.6151972 13.0637794, 77.615912 13.0622009, 77.6160972 13.0620728, 77.6162873 13.0619672, 77.6164289 13.0618332, 77.6171351 13.0601622, 77.6176179 13.0596344, 77.6180095 13.0593209, 77.6184285 13.0590843, 77.6186584 13.0590007, 77.6185223 13.0588911, 77.6184214 13.0589202, 77.6177607 13.0591058, 77.6172639 13.0591724, 77.6167006 13.0591122, 77.6165397 13.0590342, 77.616288 13.0588978, 77.6160896 13.0588275, 77.615853 13.0587909, 77.615499 13.0587443, 77.6152724 13.0585827, 77.6147707 13.0579698, 77.6146665 13.0578239, 77.6146226 13.0576602, 77.6144406 13.0577003, 77.6144591 13.0578717, 77.6145262 13.0580264, 77.6146148 13.0581664), (77.6140077 13.0624145, 77.614131 13.0625346, 77.6141471 13.0627724, 77.6140801 13.0629841, 77.6139111 13.0631095, 77.6137207 13.063099, 77.6135275 13.0629893, 77.6134363 13.0628769, 77.6134471 13.0627149, 77.6135114 13.0625268, 77.6137207 13.0623727, 77.6138735 13.0623387, 77.6140077 13.0624145))"
Chinnappanahalli Lake,"POLYGON ((77.7081269 12.9651569, 77.7080514 12.9651427, 77.7071595 12.965245, 77.706881 12.9652032, 77.7066447 12.9651586, 77.7061049 12.9651242, 77.7062693 12.9654502, 77.7063256 12.9656201, 77.7064088 12.965952, 77.7064436 12.9662657, 77.7065214 12.9666264, 77.7070713 12.9665297, 77.7073234 12.9672406, 77.707361 12.9672537, 77.707546 12.9668616, 77.7076238 12.9664905, 77.7077123 12.9661559, 77.7077671 12.9659777, 77.7078969 12.9657703, 77.7080698 12.9654007, 77.7081435 12.9652064, 77.7081269 12.9651569), (77.706552 12.9656093, 77.7065127 12.9655891, 77.7065212 12.9655433, 77.706532 12.9654967, 77.7065759 12.9654592, 77.7066352 12.965469, 77.706686 12.9655245, 77.7067022 12.9655523, 77.7067091 12.9655898, 77.7066783 12.9655936, 77.7066437 12.9655921, 77.7066352 12.9656041, 77.706626 12.9656318, 77.7066052 12.9656446, 77.7065774 12.9656409, 77.706552 12.9656093), (77.7075453 12.9658907, 77.707513 12.9658487, 77.7075153 12.9658111, 77.7075315 12.9658081, 77.7075446 12.9658134, 77.7075523 12.9658029, 77.7075608 12.9657901, 77.7075869 12.9658284, 77.7076108 12.9658464, 77.7076039 12.9658622, 77.7076231 12.9658854, 77.7075954 12.9659005, 77.7075453 12.9658907))"
Herohalli Kere,"POLYGON ((77.4885 12.9898679, 77.4885891 12.989919, 77.4887017 12.990141, 77.4888065 12.9901819, 77.4890266 12.9901998, 77.4891051 12.9900032, 77.4891497 12.9899751, 77.4892571 12.98997, 77.4894116 12.9899904, 77.4895059 12.9900364, 77.4895662 12.9901028, 77.489671 12.9903555, 77.4898779 12.9903733, 77.4908498 12.9902942, 77.4913842 12.9901819, 77.4913292 12.9899649, 77.4915571 12.989919, 77.49162 12.9901308, 77.4923534 12.9899317, 77.4924923 12.9898628, 77.4925316 12.9898271, 77.492527 12.9897348, 77.4925211 12.9896178, 77.4924785 12.9893608, 77.4924687 12.9893013, 77.4920836 12.9892426, 77.4919212 12.9892477, 77.4918924 12.9892068, 77.4918871 12.9891558, 77.4918871 12.9888265, 77.4918505 12.9887856, 77.4918033 12.9887576, 77.4911301 12.9885227, 77.4906612 12.98827, 77.4903678 12.9880454, 77.490318 12.9880224, 77.490284 12.9879816, 77.4902997 12.9872005, 77.4902892 12.9871494, 77.4902499 12.9871112, 77.4901814 12.987093, 77.4900194 12.9870499, 77.4894247 12.9869657, 77.4893776 12.9869886, 77.4893461 12.9870907, 77.4891916 12.9871597, 77.489134 12.9872413, 77.4890135 12.9877672, 77.4889611 12.9881245, 77.4887594 12.9886223, 77.4884057 12.9890766, 77.4880154 12.9894416, 77.4879813 12.9895438, 77.4880285 12.9898322, 77.4880914 12.9897684, 77.4881752 12.9898398, 77.4881464 12.9898935, 77.4885 12.9898679), (77.4900368 12.9890741, 77.4900712 12.9890503, 77.4901105 12.9890356, 77.4901524 12.9890308, 77.4901942 12.9890364, 77.4902333 12.9890518, 77.4902672 12.9890762, 77.4902938 12.9891081, 77.4903113 12.9891446, 77.4903191 12.9891841, 77.4903168 12.9892244, 77.4903045 12.9892628, 77.490283 12.9892973, 77.4902535 12.9893255, 77.4902179 12.989346, 77.4901782 12.9893573, 77.4901369 12.989359, 77.490099 12.9893516, 77.4900639 12.989336, 77.4900333 12.989313, 77.4900088 12.9892839, 77.4899918 12.9892501, 77.4899832 12.9892134, 77.4899833 12.9891757, 77.4899923 12.9891391, 77.4900095 12.9891054, 77.4900368 12.9890741))"
Kaikondrahalli Lake,"POLYGON ((77.6734973 12.9158468, 77.673659 12.915879, 77.6737514 12.9156774, 77.6738192 12.9155637, 77.6739033 12.9155892, 77.6742395 12.9152932, 77.6744569 12.9151544, 77.6745698 12.9150845, 77.6746173 12.9150325, 77.6747111 12.9149956, 77.6748485 12.914943, 77.6751411 12.9147667, 77.6756161 12.9144301, 77.675672 12.9144063, 77.6757209 12.9143855, 77.67584 12.9143422, 77.6758939 12.9143088, 77.6759038 12.9142083, 77.6758158 12.914035, 77.6753485 12.9135335, 77.6749573 12.9133184, 77.6745183 12.9131154, 77.6739354 12.9123164, 77.6737875 12.9121815, 77.6734041 12.9118318, 77.6729801 12.9115123, 77.6727544 12.9113422, 77.6726075 12.9112418, 77.6721707 12.9109435, 77.6718238 12.9106267, 77.6716802 12.9105546, 77.6711718 12.9105871, 77.6704401 12.910522, 77.6699551 12.9109657, 77.6696258 12.9113367, 77.6700132 12.911685, 77.67024 12.9121246, 77.6709803 12.9128767, 77.6714902 12.9134499, 77.6717028 12.9136443, 77.6722337 12.9138775, 77.6723678 12.9139873, 77.6729393 12.9145254, 77.6730036 12.914562, 77.6733439 12.9148729, 77.6735422 12.9153502, 77.6735036 12.9154156, 77.6734973 12.9158468), (77.6732002 12.9131346, 77.6733048 12.913268, 77.673337 12.9132392, 77.6736427 12.9136, 77.6733584 12.9137934, 77.6732511 12.913783, 77.6732029 12.9134876, 77.6730956 12.9132392, 77.6732002 12.9131346))"
Lal Bahadur Shastri Nagar Lake,"MULTIPOLYGON (((77.6778044 12.9662225, 77.677508 12.9662669, 77.6772961 12.9663153, 77.677056 12.9664342, 77.6769568 12.9665061, 77.676824 12.9667583, 77.6767838 12.9667897, 77.6766913 12.9668093, 77.6761227 12.9668498, 77.6754051 12.9668903, 77.675153 12.9670001, 77.6748921 12.9669876, 77.6749005 12.9671075, 77.6749265 12.9671299, 77.6749554 12.9671759, 77.6748848 12.9675124, 77.6747721 12.967549, 77.6746541 12.9674967, 77.6747829 12.967136, 77.6748787 12.9671043, 77.6748693 12.9669891, 77.6746809 12.9670106, 77.6745562 12.9670668, 77.6744878 12.9671413, 77.6743591 12.9672667, 77.6742089 12.9673295, 77.6741958 12.9674657, 77.6741552 12.9674954, 77.6742305 12.9677184, 77.6743271 12.9679147, 77.6745381 12.968328, 77.6747131 12.9683959, 77.6747936 12.9682652, 77.6748976 12.9682728, 77.6749479 12.968341, 77.6749425 12.9684142, 77.6748177 12.9685109, 77.6750994 12.9688494, 77.6752563 12.9691291, 77.6753569 12.9692035, 77.6754601 12.9692127, 77.6756492 12.9691839, 77.6758437 12.9691434, 77.6758718 12.9691134, 77.6758893 12.9690558, 77.6759456 12.9690376, 77.6759871 12.9690703, 77.676018 12.9691304, 77.6760435 12.9691709, 77.6760837 12.9691853, 77.6769917 12.9691434, 77.6777709 12.9690885, 77.6778781 12.9690846, 77.6779426 12.9690575, 77.6780283 12.9689918, 77.6782812 12.9686618, 77.6783314 12.9685894, 77.6783066 12.9685026, 77.6781155 12.9682237, 77.6780297 12.9678382, 77.6779413 12.9673781, 77.6779184 12.9671779, 77.6779077 12.9669155, 77.6779171 12.966513, 77.6779304 12.9663519, 77.6779106 12.9662514, 77.6778701 12.9662238, 77.6778044 12.9662225), (77.675389 12.9675072, 77.6753569 12.9676065, 77.6752925 12.9675961, 77.6752496 12.9675595, 77.6752496 12.9674967, 77.6752925 12.9674445, 77.6753569 12.9674549, 77.675389 12.9675072), (77.6763225 12.9681554, 77.6763225 12.9682966, 77.6762152 12.9685632, 77.6761723 12.9687461, 77.6761347 12.9687984, 77.6760703 12.9688141, 77.6760113 12.9688036, 77.6759577 12.9687671, 77.6759282 12.9686912, 77.6759523 12.9685684, 77.6760301 12.9683279, 77.6761427 12.9681031, 77.6762017 12.9680927, 77.6762635 12.9680953, 77.6763225 12.9681554), (77.6773779 12.9686697, 77.6774108 12.9687108, 77.6774302 12.9687625, 77.6773873 12.9687991, 77.677323 12.9687991, 77.6772747 12.9687625, 77.6772747 12.9686998, 77.6773176 12.9686527, 77.6773779 12.9686697), (77.6756573 12.9686625, 77.6757055 12.9687618, 77.6757002 12.9688246, 77.6756895 12.9688873, 77.6756358 12.9689187, 77.6755714 12.9689134, 77.6753998 12.9688507, 77.6753354 12.9688246, 77.6753032 12.9687723, 77.6752979 12.9687043, 77.6753193 12.9686468, 77.6755339 12.9686416, 77.6755929 12.9686573, 77.6756573 12.9686625)), ((77.6801473 12.969, 77.6803297 12.969065, 77.6805335 12.9691434, 77.6808768 12.9691173, 77.6814938 12.9690807, 77.681939 12.9691643, 77.6821053 12.9692218, 77.6822502 12.9692614, 77.6820356 12.9689895, 77.6818263 12.9689448, 77.6814079 12.968788, 77.6810539 12.9688036, 77.6806998 12.9687618, 77.6803243 12.9686834, 77.6797074 12.9686991, 77.6792353 12.9687514, 77.6787794 12.9687932, 77.6785755 12.9687357, 77.6784253 12.968673, 77.67836 12.9687216, 77.6783341 12.9687409, 77.6780873 12.9691068, 77.6780927 12.9695355, 77.6781893 12.9695669, 77.6784065 12.9695695, 77.6785165 12.9695094, 77.6785916 12.9694466, 77.6786452 12.9691278, 77.6787472 12.969018, 77.6792514 12.9689187, 77.6794929 12.968885, 77.679804 12.9688536, 77.6801473 12.969)))"
Agara Lake,"POLYGON ((77.6396475 12.9184391, 77.6396137 12.9183942, 77.6397371 12.918321, 77.6403755 12.9181014, 77.6409334 12.9179759, 77.6405715 12.9176631, 77.6402728 12.9173403, 77.6401925 12.917196, 77.6399832 12.9169965, 77.6395225 12.9167837, 77.6391964 12.9166149, 77.6390311 12.9165821, 77.6389699 12.9165856, 77.638979 12.9165988, 77.6389898 12.9166186, 77.6390007 12.9166408, 77.6390017 12.9166675, 77.6389966 12.916689, 77.6389859 12.9167073, 77.6389657 12.9167271, 77.638957 12.9167342, 77.6389326 12.9167415, 77.6389075 12.9167415, 77.6388831 12.9167349, 77.6388645 12.9167194, 77.6388384 12.9166939, 77.6387812 12.9167767, 77.6387538 12.916823, 77.6387364 12.9168823, 77.638722 12.9169542, 77.6387317 12.9170678, 77.6387367 12.9172, 77.638754 12.9174812, 77.638802 12.9179334, 77.6388437 12.9183735, 77.6389056 12.9187157, 77.6390102 12.9187157, 77.6394823 12.9184726, 77.6395015 12.9185139, 77.6395196 12.9185529, 77.6393616 12.9186608, 77.6392597 12.9187079, 77.6390827 12.9187863, 77.638911 12.91887, 77.63891 12.9192679, 77.6389886 12.9198198, 77.6389985 12.9199597, 77.6390244 12.9202523, 77.6391746 12.9207124, 77.6392175 12.9209738, 77.6393489 12.9214365, 77.6397781 12.9221659, 77.6402341 12.9231306, 77.6403066 12.9233599, 77.6411917 12.9231089, 77.6413366 12.9230775, 77.6416584 12.9231324, 77.6425087 12.9233573, 77.643949 12.9237546, 77.6444586 12.9238697, 77.644515 12.9238749, 77.644574 12.923854, 77.6446249 12.92382, 77.6447108 12.9237102, 77.6449012 12.9234122, 77.6451384 12.9229604, 77.6451506 12.9228525, 77.6450903 12.9227814, 77.6447215 12.9224658, 77.644118 12.9218358, 77.6441153 12.9217835, 77.6440992 12.9217495, 77.6440697 12.9217181, 77.6440375 12.9217024, 77.6440027 12.9216972, 77.642683 12.9200868, 77.6420017 12.9191979, 77.6415216 12.918581, 77.6412132 12.9182332, 77.6410246 12.9180177, 77.6404238 12.918185, 77.6399893 12.9183576, 77.6396728 12.9184726, 77.6396475 12.9184391), (77.6415484 12.9212039, 77.6407437 12.9205921, 77.6406793 12.9205398, 77.6406364 12.9204614, 77.6406418 12.9203934, 77.6406954 12.9200954, 77.6407544 12.9200693, 77.6418166 12.920864, 77.6418595 12.9209477, 77.6418488 12.9211516, 77.6418219 12.9212457, 77.6417629 12.9212875, 77.6416986 12.9212718, 77.6415484 12.9212039))"
Hebbal Lake,"POLYGON ((77.5835985 13.0458045, 77.58351 13.0459508, 77.5832176 13.0463898, 77.582767 13.0467948, 77.58259 13.0469516, 77.5827616 13.0473853, 77.5828931 13.0479654, 77.5829226 13.0483208, 77.5828233 13.0489792, 77.5828502 13.0490759, 77.5830889 13.049217, 77.5831211 13.0493006, 77.5830647 13.0493346, 77.5827858 13.0490994, 77.5827536 13.0490132, 77.5827751 13.0488695, 77.5828314 13.0485272, 77.5828314 13.0480307, 77.5826704 13.0473148, 77.5825363 13.0470901, 77.5822467 13.047482, 77.5822145 13.0478949, 77.581737 13.0487519, 77.5816834 13.0490289, 77.58156 13.0504451, 77.5814795 13.0506071, 77.5811577 13.0507273, 77.5809967 13.0508004, 77.581147 13.0509572, 77.5814259 13.0510304, 77.5820804 13.0508057, 77.5837272 13.0503301, 77.5843516 13.0499876, 77.5851776 13.0496636, 77.5857892 13.0493396, 77.5865187 13.0490678, 77.5870659 13.0488379, 77.587538 13.0486289, 77.5879993 13.0484407, 77.5886752 13.0483153, 77.5888684 13.0482108, 77.589319 13.0481376, 77.589555 13.0479704, 77.5897052 13.0478554, 77.589909 13.047845, 77.5900807 13.0480645, 77.5901665 13.0482108, 77.5903275 13.0482735, 77.5905742 13.0482735, 77.5907781 13.0482108, 77.5911825 13.0482472, 77.5916244 13.0481934, 77.5916935 13.048153, 77.591728 13.048042, 77.5916775 13.0479187, 77.5914967 13.0479008, 77.591255 13.0479075, 77.5910892 13.0479181, 77.5909283 13.0478763, 77.5907566 13.0474164, 77.5907244 13.0469984, 77.5906493 13.0457546, 77.5905528 13.0449184, 77.5904884 13.0445108, 77.590471 13.0444531, 77.5904348 13.0443331, 77.5902846 13.0442286, 77.5902666 13.044141, 77.5902524 13.0440718, 77.590306 13.0437896, 77.5902095 13.0435701, 77.5897803 13.043382, 77.5890937 13.0433611, 77.5890241 13.0433598, 77.5885465 13.0433506, 77.5883963 13.043497, 77.5881281 13.0439464, 77.5878277 13.0444481, 77.5875809 13.044678, 77.58742 13.044793, 77.5871088 13.0448662, 77.5865187 13.0446989, 77.5857141 13.0444481, 77.5854351 13.0443436, 77.5853493 13.0444585, 77.5850382 13.0445004, 77.5846626 13.0445213, 77.5846519 13.0446467, 77.5844588 13.0446467, 77.5840511 13.0448348, 77.5839009 13.0453679, 77.5837702 13.0455917, 77.5835985 13.0458045), (77.5890937 13.0455246, 77.5889327 13.0455874, 77.5887503 13.0455037, 77.5886645 13.0453052, 77.5883963 13.0450857, 77.5884392 13.0445317, 77.5887181 13.0443227, 77.5891044 13.0444899, 77.5894799 13.0449289, 77.5894906 13.0453156, 77.5893297 13.045441, 77.5890937 13.0455246), (77.58729 13.0469096, 77.587141 13.0469148, 77.5869586 13.0468729, 77.5868621 13.0467789, 77.5867762 13.0466012, 77.5869372 13.0464131, 77.5870981 13.0462458, 77.5873127 13.0461936, 77.5873985 13.0463713, 77.5874414 13.0465489, 77.5874843 13.0468364, 77.58729 13.0469096), (77.5849416 13.0490783, 77.5847163 13.0490156, 77.5844803 13.0488588, 77.5842979 13.0486184, 77.5842764 13.0482317, 77.5844803 13.0480331, 77.5845339 13.0478868, 77.5847485 13.0478972, 77.5849738 13.0480122, 77.5852635 13.0483571, 77.5853815 13.0488379, 77.5852205 13.0490156, 77.5849416 13.0490783))"
Sarakki Kere,"MULTIPOLYGON (((77.5812596 12.9016463, 77.5812712 12.9015884, 77.581147 12.9014672, 77.5812194 12.9013365, 77.5812167 12.9012815, 77.5811362 12.9012384, 77.5811362 12.9011783, 77.581332 12.9010528, 77.5815908 12.8990723, 77.5814997 12.8987703, 77.581504 12.8986286, 77.5814694 12.8985712, 77.5813874 12.8985383, 77.5807983 12.8980853, 77.5805196 12.8979328, 77.5797555 12.897648, 77.5788883 12.8972832, 77.5784656 12.8970934, 77.5771642 12.8963158, 77.5755022 12.89534, 77.5747983 12.8949009, 77.5747463 12.8949055, 77.574711 12.8949348, 77.5746761 12.8949962, 77.574656 12.8950799, 77.5746617 12.8951561, 77.5753829 12.895961, 77.5760509 12.8966154, 77.5769394 12.8978694, 77.5774664 12.8988558, 77.5777316 12.8995519, 77.5779693 12.9003155, 77.5788003 12.9012524, 77.5793192 12.9017806, 77.5799704 12.9017321, 77.580913 12.9016926, 77.5812596 12.9016463), (77.5778693 12.8981036, 77.5778237 12.8978055, 77.5778854 12.8975676, 77.5779116 12.8975318, 77.5779444 12.8975018, 77.5779827 12.8974785, 77.5780249 12.897463, 77.578067 12.8974561, 77.5781098 12.8974569, 77.5781516 12.8974654, 77.5781912 12.8974813, 77.578387 12.8976408, 77.5784374 12.8976731, 77.5784833 12.8977113, 77.578524 12.8977548, 77.5785586 12.8978029, 77.5785867 12.8978548, 77.5786079 12.8979097, 77.5786219 12.8979668, 77.5786284 12.8980252, 77.5786766 12.8983598, 77.5786391 12.8986579, 77.5786326 12.8986941, 77.5786176 12.8987278, 77.5785949 12.8987572, 77.5785658 12.8987805, 77.5785318 12.8987965, 77.5784951 12.8988042, 77.5784575 12.8988034, 77.5784211 12.8987939, 77.5783881 12.8987765, 77.5783601 12.898752, 77.5781268 12.8985768, 77.5779176 12.8982213, 77.5778693 12.8981036)), ((77.5782622 12.9018541, 77.5786498 12.9018371, 77.5787799 12.9018031, 77.5788765 12.9017443, 77.5789556 12.9017456, 77.579028 12.9017888, 77.5790661 12.9017248, 77.5779816 12.9005168, 77.5780021 12.901407, 77.5780061 12.9017299, 77.5781245 12.9017777, 77.5781375 12.9018319, 77.5782622 12.9018541)))"
Jakkur Lake,"POLYGON ((77.6096193 13.0910586, 77.6100828 13.0903229, 77.6110612 13.0889685, 77.6116454 13.0883172, 77.6118243 13.0882956, 77.6120671 13.0877195, 77.6123744 13.0875557, 77.6124689 13.0874708, 77.6125105 13.0873441, 77.6125563 13.0871776, 77.6125928 13.0870178, 77.6126346 13.0867304, 77.6126389 13.0867009, 77.6128545 13.0859818, 77.6129865 13.0858518, 77.6130745 13.0857859, 77.6131292 13.0857311, 77.6131898 13.0852901, 77.6132341 13.0850189, 77.6133076 13.0844846, 77.6134342 13.0836452, 77.6135849 13.0829077, 77.6138078 13.082155, 77.6140395 13.0815781, 77.6143829 13.0813022, 77.6145841 13.080811, 77.6146692 13.0804972, 77.6147742 13.0803444, 77.6147677 13.0802872, 77.6146747 13.0802405, 77.6145623 13.0802055, 77.6143829 13.0803157, 77.614147 13.081019, 77.613988 13.0812186, 77.6136533 13.0814109, 77.6134029 13.0815939, 77.6131424 13.0816962, 77.6126264 13.0818629, 77.6122259 13.0820542, 77.6121028 13.0821103, 77.6119394 13.0820881, 77.6117779 13.0819006, 77.6116583 13.0815371, 77.6115762 13.0811685, 77.6114646 13.0806585, 77.6113002 13.080291, 77.6112108 13.0799047, 77.6111647 13.0795426, 77.6111155 13.0793398, 77.6109411 13.0792707, 77.6108001 13.0791916, 77.6105901 13.0791527, 77.6104712 13.0792741, 77.6103266 13.0794082, 77.6103006 13.0794838, 77.610386 13.0797025, 77.6104129 13.0799638, 77.6103402 13.0803993, 77.6102954 13.0807914, 77.6103024 13.0812543, 77.6102362 13.0817717, 77.6099626 13.0824978, 77.6096193 13.083741, 77.6096857 13.0838625, 77.609639 13.0843275, 77.6095404 13.084498, 77.6093774 13.0845509, 77.6093532 13.0847634, 77.6093145 13.0854139, 77.6091472 13.0861512, 77.6090271 13.0865927, 77.6087516 13.0871244, 77.6087898 13.0873631, 77.6083618 13.0885396, 77.6078925 13.0900193, 77.6076338 13.0902551, 77.6075083 13.0904827, 77.6068778 13.0917702, 77.6070812 13.0920108, 77.6074031 13.092387, 77.6076874 13.0925542, 77.6076552 13.0926848, 77.6072797 13.0924497, 77.6068237 13.0919324, 77.6063785 13.092852, 77.6062927 13.0931707, 77.6062283 13.0939283, 77.6062819 13.0940328, 77.607725 13.0942993, 77.6081058 13.0942418, 77.6082507 13.0941008, 77.6089159 13.0927475, 77.6086852 13.0928102, 77.6081541 13.0928572, 77.6078269 13.0927736, 77.6078644 13.092643, 77.6081273 13.09269, 77.6084867 13.0926743, 77.6089831 13.0925414, 77.6096193 13.0910586), (77.6099834 13.0834965, 77.610139 13.0834102, 77.6103052 13.0834886, 77.6102355 13.0836976, 77.6100424 13.0836663, 77.6099834 13.0834965), (77.6104823 13.0837368, 77.6105064 13.0835775, 77.6107103 13.0835801, 77.6107398 13.0837133, 77.610611 13.08381, 77.6104823 13.0837368), (77.6101202 13.0871384, 77.6101068 13.0867778, 77.6103508 13.0866133, 77.6105735 13.0866054, 77.6107317 13.0867413, 77.6108122 13.0868771, 77.6107344 13.0872429, 77.6104099 13.0873422, 77.6101202 13.0871384))"
